uid,total
1ISbTe-1,"[[0.8304603500309671, 0.0, 0.0], [0.0, 0.8304603500309671, 0.0], [0.0, 0.0, -0.33441900898204685]]"
1MoSSe-1,"[[0.832061614590727, 0.0, 0.0], [0.0, 0.832061614590727, 0.0], [0.0, 0.0, -0.4056074496245733]]"
1MoSTe-1,"[[0.9205407165024797, 0.0, 0.0], [0.0, 0.9205407165024797, 0.0], [0.0, 0.0, -0.37468754903832613]]"
1MoSeTe-1,"[[0.9315595670908052, 0.0, 0.0], [0.0, 0.9315595670908052, 0.0], [0.0, 0.0, -0.3565473235138126]]"
1NbSSe-2,"[[1.1997551772534747, 0.0, 0.0], [0.0, 1.1997551772534747, 0.0], [0.0, 0.0, -0.4156687756324692]]"
1NbSTe-1,"[[0.913177833990468, 0.0, 0.0], [0.0, 0.913177833990468, 0.0], [0.0, 0.0, -0.3798639450262425]]"
1NbSeTe-1,"[[0.8661100398443766, 0.0, 0.0], [0.0, 0.8661100398443766, 0.0], [0.0, 0.0, -0.3585258894959005]]"
1NbSeTe-2,"[[1.6626728527086398, 0.0, 0.0], [0.0, 1.6626728527086398, 0.0], [0.0, 0.0, -0.3595185630295782]]"
1OSTi-1,"[[0.8865471233911058, 0.0, 0.0], [0.0, 0.8865471233911058, 0.0], [0.0, 0.0, -0.5391021572434522]]"
1OSW-1,"[[0.6565772913961141, 0.0, 0.0], [0.0, 0.6574383227029624, 0.0], [0.0, 0.0, -0.5058454059815573]]"
1PtSSe-1,"[[0.7983052820219766, 0.0, 0.0], [0.0, 0.7983052820219766, 0.0], [0.0, 0.0, -0.431798275933005]]"
1PtSeTe-1,"[[0.9495851513266519, 0.0, 0.0], [0.0, 0.9494875899465037, 0.0], [0.0, 0.0, -0.39040559077478]]"
1SSeSn-1,"[[0.5969268143429706, 0.0, 0.0], [0.0, 0.5970366649776535, 0.0], [0.0, 0.0, -0.41341269532824504]]"
1SSeTa-2,"[[0.9840319802711804, 0.0, 0.0], [0.0, 0.9840319802711804, 0.0], [0.0, 0.0, -0.42365864979420714]]"
1SSeV-1,"[[0.9472866446777983, 0.0, 0.0], [0.0, 0.9472866446777983, 0.0], [0.0, 0.0, -0.4156687756324692]]"
1SSeV-2,"[[1.1833837420526951, 0.0, 0.0], [0.0, 1.1833837420526951, 0.0], [0.0, 0.0, -0.42136079003192767]]"
1SSeW-1,"[[0.7850449583315441, 0.0, 0.0], [0.0, 0.7850449583315441, 0.0], [0.0, 0.0, -0.4056074496245733]]"
1SSeZr-1,"[[0.7464785099300311, 0.0, 0.0], [0.0, 0.7464785099300311, 0.0], [0.0, 0.0, -0.4377071355435253]]"
1STaTe-2,"[[1.325269301733074, 0.0, 0.0], [0.0, 1.325269301733074, 0.0], [0.0, 0.0, -0.3893398369101201]]"
1STeTi-1,"[[1.6263095652556703, 0.0, 0.0], [0.0, 1.6263095652556703, 0.0], [0.0, 0.0, -0.40120949323688493]]"
1STeV-1,"[[1.4545399849648188, 0.0, 0.0], [0.0, 1.4545399849648188, 0.0], [0.0, 0.0, -0.3925449767853314]]"
1STeV-2,"[[1.0441476208787228, 0.0, 0.0], [0.0, 1.0441476208787228, 0.0], [0.0, 0.0, -0.3851027839668654]]"
1STeW-1,"[[0.8715729355458788, 0.0, 0.0], [0.0, 0.8715729355458788, 0.0], [0.0, 0.0, -0.37468754903832613]]"
1STeZr-1,"[[1.07059193151204, 0.0, 0.0], [0.0, 1.07059193151204, 0.0], [0.0, 0.0, -0.40120949323688493]]"
1SeTaTe-2,"[[1.7156440669379558, 0.0, 0.0], [0.0, 1.7156440669379558, 0.0], [0.0, 0.0, -0.36754270781527576]]"
1SeTeTi-1,"[[1.5549492562388925, 0.0, 0.0], [0.0, 1.5549492562388925, 0.0], [0.0, 0.0, -0.3788237182249648]]"
1SeTeV-1,"[[1.1144441724452545, 0.0, 0.0], [0.0, 1.1144441724452545, 0.0], [0.0, 0.0, -0.36653154442041347]]"
1SeTeV-2,"[[1.5194998528595387, 0.0, 0.0], [0.0, 1.5194998528595387, 0.0], [0.0, 0.0, -0.37263414340726736]]"
1SeTeW-1,"[[0.8912586169041391, 0.0, 0.0], [0.0, 0.8912586169041391, 0.0], [0.0, 0.0, -0.3565473235138126]]"
1SeTeZr-1,"[[1.560062129651679, 0.0, 0.0], [0.0, 1.560062129651679, 0.0], [0.0, 0.0, -0.3798639450262425]]"
2AgAuSe-1,"[[1.703471938284396, 0.0, 0.0], [0.0, 0.7829739949440483, 0.0], [0.0, 0.0, -0.2479515521805615]]"
2AgKSe-1,"[[0.6708022842609439, 0.0, 0.0], [0.0, 0.6708949535202102, 0.0], [0.0, 0.0, -0.239577516576788]]"
2AgNaTe-1,"[[0.6683859166900001, 0.0, 0.0], [0.0, 0.67052415778208, 0.0], [0.0, 0.0, -0.2692177243336108]]"
2AgSTl-1,"[[0.7953237643293138, 0.0, 0.0], [0.0, 0.8411716944995322, 0.0], [0.0, 0.0, -0.21752737583371382]]"
2AgTeTl-1,"[[1.009578360794542, 0.0, 0.0], [0.0, 1.0088981147709397, 0.0], [0.0, 0.0, -0.239577516576788]]"
2AlBrO-1,"[[0.11327469246435044, 0.0, 0.0], [0.0, 0.26197619139781264, 0.0], [0.0, 0.0, -0.3334820194451191]]"
2AlBrS-1,"[[0.24477176149529495, 0.0, 0.0], [0.0, 0.19893186993220904, 0.0], [0.0, 0.0, -0.33068311943388784]]"
2AlBrS-2,"[[0.38435341413750623, 0.0, 0.0], [0.0, 0.3863205738940462, 0.0], [0.0, 0.0, -0.3205721033878811]]"
2AlBrSe-1,"[[0.31806333496276157, 0.0, 0.0], [0.0, 0.2727695865517595, 0.0], [0.0, 0.0, -0.32975414692587596]]"
2AlBrSe-2,"[[0.49540556314619333, 0.0, 0.0], [0.0, 0.4599952560473914, 0.0], [0.0, 0.0, -0.31695296176115045]]"
2AlBrTe-1,"[[0.4219328132785084, 0.0, 0.0], [0.0, 0.35945602012098654, 0.0], [0.0, 0.0, -0.3269790928711038]]"
2AlClO-1,"[[0.02201573981772028, 0.0, 0.0], [0.0, 0.12904505988795806, 0.0], [0.0, 0.0, -0.39147396642280585]]"
2AlClS-1,"[[0.1878026387184193, 0.0, 0.0], [0.0, 0.14457420760961637, 0.0], [0.0, 0.0, -0.38721614328026455]]"
2AlClS-2,"[[0.3471347829100199, 0.0, 0.0], [0.0, 0.3178544893314692, 0.0], [0.0, 0.0, -0.37365963262495766]]"
2AlClSe-1,"[[0.2741578492636798, 0.0, 0.0], [0.0, 0.2198463860243607, 0.0], [0.0, 0.0, -0.3819519032879073]]"
2AlClSe-2,"[[0.21932250841933676, 0.0, 0.0], [0.0, 0.21031851982623187, 0.0], [0.0, 0.0, -0.42136079003192767]]"
2AlClSe-3,"[[0.20330491613848292, 0.0, 0.0], [0.0, 0.2035767749779726, 0.0], [0.0, 0.0, -0.46597389394386496]]"
2AlClSe-4,"[[0.4607475418441969, 0.0, 0.0], [0.0, 0.4109458586877745, 0.0], [0.0, 0.0, -0.36754270781527576]]"
2AlClTe-1,"[[0.3900514964589873, 0.0, 0.0], [0.0, 0.30297993674824913, 0.0], [0.0, 0.0, -0.37161106994968846]]"
2AlFO-1,"[[-0.16941133131485567, 0.0, 0.0], [0.0, -0.1567672219019906, 0.0], [0.0, 0.0, -0.5900668766687055]]"
2AlGeS-1,"[[0.8466463285771175, 0.0, 0.0], [0.0, 0.8466463285771175, 0.0], [0.0, 0.0, -0.1505805862031006]]"
2AlGeSe-1,"[[0.8596185787721805, 0.0, 0.0], [0.0, 0.8596185787721805, 0.0], [0.0, 0.0, -0.12667939818460122]]"
2AlGeTe-1,"[[0.9637878273455552, 0.0, 0.0], [0.0, 0.9637878273455552, 0.0], [0.0, 0.0, -0.09582563171583647]]"
2AlIS-1,"[[0.33945144130644067, 0.0, 0.0], [0.0, 0.2734642726213463, 0.0], [0.0, 0.0, -0.2580609222708011]]"
2AlIS-2,"[[0.44653716707364377, 0.0, 0.0], [0.0, 0.5121505369220305, 0.0], [0.0, 0.0, -0.25258819211357664]]"
2AlISe-1,"[[0.3967222785037734, 0.0, 0.0], [0.0, 0.34340859380385735, 0.0], [0.0, 0.0, -0.2596373105057561]]"
2AlISe-2,"[[0.5494937132150132, 0.0, 0.0], [0.0, 0.5591881890047755, 0.0], [0.0, 0.0, -0.2502636844309389]]"
2AlITe-1,"[[0.4747988188006312, 0.0, 0.0], [0.0, 0.4279727136082088, 0.0], [0.0, 0.0, -0.26440110030182007]]"
2AlSSi-1,"[[0.7442147248141658, 0.0, 0.0], [0.0, 0.7442147248141658, 0.0], [0.0, 0.0, -0.15739076038943792]]"
2AlSeSi-1,"[[0.7933712489189557, 0.0, 0.0], [0.0, 0.7933712489189557, 0.0], [0.0, 0.0, -0.1337126609158051]]"
2AlSiTe-1,"[[0.8837749613552582, 0.0, 0.0], [0.0, 0.8837749613552582, 0.0], [0.0, 0.0, -0.10292299679057967]]"
2AlSnTe-1,"[[1.385373872816232, 0.0, 0.0], [0.0, 1.385373872816232, 0.0], [0.0, 0.0, -0.07314329105030767]]"
2AsBeLi-1,"[[0.6246945312720814, 0.0, 0.0], [0.0, 0.6243852414202651, 0.0], [0.0, 0.0, -0.33629907461035186]]"
2AsBeNa-1,"[[0.7421750432236771, 0.0, 0.0], [0.0, 0.7417816961431667, 0.0], [0.0, 0.0, -0.24412514432750865]]"
2AsBeTl-1,"[[1.100852826657301, 0.0, 0.0], [0.0, 1.0809510043794832, 0.0], [0.0, 0.0, -0.13786862068696282]]"
2AsBeTl-2,"[[0.7490402687034572, 0.0, 0.0], [0.0, 0.7519715747363273, 0.0], [0.0, 0.0, -0.41116827440579273]]"
2AsCaRb-1,"[[0.5295586730211631, 0.0, 0.0], [0.0, 0.5291736032617229, 0.0], [0.0, 0.0, -0.21896306137886817]]"
2AsClSi-1,"[[0.4967913157000424, 0.0, 0.0], [0.0, 0.4888326343824005, 0.0], [0.0, 0.0, -0.438898616350944]]"
2AsClW-1,"[[1.4248489816829781, 0.0, 0.0], [0.0, 1.4824876901434687, 0.0], [0.0, 0.0, -0.32882715728491674]]"
2AsCoK-1,"[[1.3518349434774415, 0.0, 0.0], [0.0, 1.3518349434774415, 0.0], [0.0, 0.0, 0.4739246934161574]]"
2AsCoNa-1,"[[1.2369149636275056, 0.0, 0.0], [0.0, 1.2369149636275056, 0.0], [0.0, 0.0, 0.014940349792936524]]"
2AsFeNa-1,"[[1.4326486600131068, 0.0, 0.0], [0.0, 1.4326486600131068, 0.0], [0.0, 0.0, -0.04191415147891488]]"
2AsIS-1,"[[0.7444494574467985, 0.0, 0.0], [0.0, 0.5622928644564748, 0.0], [0.0, 0.0, -0.3777859770337047]]"
2AsITe-1,"[[1.3215984304653439, 0.0, 0.0], [0.0, 1.0736083884562067, 0.0], [0.0, 0.0, -0.28735029837278864]]"
2AsKMg-1,"[[0.6648299411430905, 0.0, 0.0], [0.0, 0.6650178254124726, 0.0], [0.0, 0.0, -0.1938200260161128]]"
2AsKNi-1,"[[2.146537320414392, 0.0, 0.0], [0.0, 2.146537320414392, 0.0], [0.0, 0.0, 0.5937289987079108]]"
2AsLiMn-1,"[[1.164620489079711, 0.0, 0.0], [0.0, 1.164620489079711, 0.0], [0.0, 0.0, -0.28066871301627333]]"
2AsNaNi-1,"[[1.5305582594516531, 0.0, 0.0], [0.0, 1.5305582594516531, 0.0], [0.0, 0.0, 0.14519640611418191]]"
2AsPbTl-1,"[[1.0380635269978589, 0.0, 0.0], [0.0, 1.0083446292526892, 0.0], [0.0, 0.0, -0.30627305107635305]]"
2AsReSe-1,"[[0.9417101489416464, 0.0, 0.0], [0.0, 0.9390697499234243, 0.0], [0.0, 0.0, -0.3625102704874893]]"
2AsReSe-2,"[[0.9607560909017728, 0.0, 0.0], [0.0, 0.9506082247842308, 0.0], [0.0, 0.0, -0.3625102704874893]]"
2AuBrSe-1,"[[0.7795964912578245, 0.0, 0.0], [0.0, 0.6618126855372612, 0.0], [0.0, 0.0, -0.3448615651886179]]"
2AuKSe-1,"[[0.413132050434872, 0.0, 0.0], [0.0, 0.06781451116184012, 0.0], [0.0, 0.0, -0.37675070960209955]]"
2AuLiSe-1,"[[0.34321159017974745, 0.0, 0.0], [0.0, 0.07773117965239203, 0.0], [0.0, 0.0, -0.5272435506827877]]"
2AuRbS-1,"[[0.6124659639531423, 0.0, 0.0], [0.0, 0.00475115559100102, 0.0], [0.0, 0.0, -0.384049948343599]]"
2BaBrF-1,"[[0.11892575282577665, 0.0, 0.0], [0.0, 0.11892575282577665, 0.0], [0.0, 0.0, -0.3625102704874893]]"
2BaBrH-1,"[[0.21722065564451878, 0.0, 0.0], [0.0, 0.21722065564451878, 0.0], [0.0, 0.0, -0.33629907461035186]]"
2BaClF-1,"[[0.05230909964732344, 0.0, 0.0], [0.0, 0.05230909964732344, 0.0], [0.0, 0.0, -0.40340290437353976]]"
2BaClH-1,"[[0.16790781000148003, 0.0, 0.0], [0.0, 0.16790781000148003, 0.0], [0.0, 0.0, -0.36754270781527576]]"
2BaClI-1,"[[0.2593549273080343, 0.0, 0.0], [0.0, 0.2593549273080343, 0.0], [0.0, 0.0, -0.27164621797877153]]"
2BaClI-2,"[[-0.002176919254274547, 0.0, 0.0], [0.0, -0.015472686656207449, 0.0], [0.0, 0.0, -0.46597389394386496]]"
2BaCoGe-1,"[[1.3035200369072801, 0.0, 0.0], [0.0, 1.3035200369072801, 0.0], [0.0, 0.0, 0.38237730346811366]]"
2BaCoSi-1,"[[1.2921231037128686, 0.0, 0.0], [0.0, 1.2921231037128686, 0.0], [0.0, 0.0, 0.3392526340326997]]"
2BaFI-1,"[[0.25261034056737297, 0.0, 0.0], [0.0, 0.25261034056737297, 0.0], [0.0, 0.0, -0.29929628285498067]]"
2BaGeNi-1,"[[1.3498794872316278, 0.0, 0.0], [0.0, 1.3498794872316278, 0.0], [0.0, 0.0, 0.8576339851500081]]"
2BaHI-1,"[[0.3785795761157748, 0.0, 0.0], [0.0, 0.3785795761157748, 0.0], [0.0, 0.0, -0.28232949699773785]]"
2BaNiSi-1,"[[1.2809196627093367, 0.0, 0.0], [0.0, 1.2809196627093367, 0.0], [0.0, 0.0, 0.5389505620143614]]"
2BeBrCl-1,"[[0.07954300740290607, 0.0, 0.0], [0.0, 0.023663918197793475, 0.0], [0.0, 0.0, -0.44611697335612566]]"
2BeFI-1,"[[0.10311925354571388, 0.0, 0.0], [0.0, -0.017276612331454656, 0.0], [0.0, 0.0, -0.40782324260413316]]"
2BeKP-1,"[[2.3367258327993126, 0.0, 0.0], [0.0, 2.3412188076939904, 0.0], [0.0, 0.0, -0.033389013318065645]]"
2BeNNa-1,"[[2.047302131652784, 0.0, 0.0], [0.0, 2.1126954701281533, 0.0], [0.0, 0.0, -0.13608262304213956]]"
2BeNaP-1,"[[0.6446355037681529, 0.0, 0.0], [0.0, 0.6436500382173291, 0.0], [0.0, 0.0, -0.24565166428898116]]"
2BiBrSe-2,"[[0.6671726724788685, 0.0, 0.0], [0.0, 0.7122286696195353, 0.0], [0.0, 0.0, -0.3777859770337047]]"
2BiIO-1,"[[0.7134065321676909, 0.0, 0.0], [0.0, 0.7132384615456617, 0.0], [0.0, 0.0, -0.20901152491118416]]"
2BrCaCl-1,"[[-0.057991946977686754, 0.0, 0.0], [0.0, -0.060480747381381476, 0.0], [0.0, 0.0, -0.5361070110140927]]"
2BrCaCl-2,"[[-0.0695604052332999, 0.0, 0.0], [0.0, -0.03385826726096737, 0.0], [0.0, 0.0, -0.5214335044061567]]"
2BrCaF-1,"[[0.1376705372367551, 0.0, 0.0], [0.0, 0.1376705372367551, 0.0], [0.0, 0.0, -0.3655227298392684]]"
2BrCaH-1,"[[0.22737244228963624, 0.0, 0.0], [0.0, 0.22737244228963624, 0.0], [0.0, 0.0, -0.33254704711004607]]"
2BrCaI-1,"[[0.07700432679335026, 0.0, 0.0], [0.0, 0.07114529045108281, 0.0], [0.0, 0.0, -0.4584207560534191]]"
2BrCdCl-1,"[[0.011993114659256938, 0.0, 0.0], [0.0, 0.10277661488344131, 0.0], [0.0, 0.0, -0.40340290437353976]]"
2BrCdCl-2,"[[0.001300933020418072, 0.0, 0.0], [0.0, -0.047691990337874794, 0.0], [0.0, 0.0, -0.5228787452803376]]"
2BrCdS-1,"[[0.4680517914542377, 0.0, 0.0], [0.0, 0.4590907896005864, 0.0], [0.0, 0.0, -0.16941133131485567]]"
2BrClCr-1,"[[0.34380233316165504, 0.0, 0.0], [0.0, 0.31302311032323815, 0.0], [0.0, 0.0, -0.20134935455473107]]"
2BrClCr-2,"[[0.153814864344529, 0.0, 0.0], [0.0, 0.3051363189436393, 0.0], [0.0, 0.0, -0.36351210364663455]]"
2BrClHf-1,"[[0.6119356250401226, 0.0, 0.0], [0.0, 0.832061614590727, 0.0], [0.0, 0.0, -0.4225082001627747]]"
2BrClHg-1,"[[-0.025949097207122653, 0.0, 0.0], [0.0, 0.07954300740290607, 0.0], [0.0, 0.0, -0.5072396109731625]]"
2BrClPb-1,"[[0.24004977211264766, 0.0, 0.0], [0.0, 0.1717264536532312, 0.0], [0.0, 0.0, -0.4775557664936801]]"
2BrClPt-1,"[[0.2743887955503789, 0.0, 0.0], [0.0, 0.45453998496481873, 0.0], [0.0, 0.0, -0.543633966870957]]"
2BrClTi-1,"[[0.7393349601960794, 0.0, 0.0], [0.0, 1.0204441553665746, 0.0], [0.0, 0.0, -0.4400933749638875]]"
2BrClV-1,"[[0.22401481137286405, 0.0, 0.0], [0.0, 0.21431389742439963, 0.0], [0.0, 0.0, -0.5058454059815573]]"
2BrClZn-1,"[[0.013258665283516512, 0.0, 0.0], [0.0, 0.10448711131239508, 0.0], [0.0, 0.0, -0.42136079003192767]]"
2BrClZn-2,"[[-0.028724151261894745, 0.0, 0.0], [0.0, 0.018284308426530838, 0.0], [0.0, 0.0, -0.5243288116755703]]"
2BrClZr-1,"[[0.6669857183296606, 0.0, 0.0], [0.0, 0.9193919267738593, 0.0], [0.0, 0.0, -0.42136079003192767]]"
2BrCoI-1,"[[0.6358856852812728, 0.0, 0.0], [0.0, 0.638988159343682, 0.0], [0.0, 0.0, -0.32239304727950685]]"
2BrCoO-1,"[[1.3973663612652882, 0.0, 0.0], [0.0, 0.9411634601584733, 0.0], [0.0, 0.0, -0.22475374025976358]]"
2BrCoS-1,"[[3.1614434730628305, 0.0, 0.0], [0.0, 0.9794117826344354, 0.0], [0.0, 0.0, 0.04218159451576628]]"
2BrCoSe-1,"[[2.3305720387585946, 0.0, 0.0], [0.0, 1.05872962075172, 0.0], [0.0, 0.0, -0.21324857785443882]]"
2BrCoTe-1,"[[2.7340633843145943, 0.0, 0.0], [0.0, 1.1550930075304022, 0.0], [0.0, 0.0, -0.24949160514865382]]"
2BrCrO-1,"[[0.6089536992758628, 0.0, 0.0], [0.0, 0.69284691927723, 0.0], [0.0, 0.0, 0.06220580881971259]]"
2BrCrS-1,"[[1.061829307294699, 0.0, 0.0], [0.0, 0.6870828446043707, 0.0], [0.0, 0.0, 0.0004340774793185929]]"
2BrCrSe-1,"[[1.4112829130173843, 0.0, 0.0], [0.0, 0.7185016888672743, 0.0], [0.0, 0.0, -0.016824927962187056]]"
2BrCrTe-1,"[[1.8318122056589752, 0.0, 0.0], [0.0, 0.8457799671118893, 0.0], [0.0, 0.0, -0.030584087646018613]]"
2BrCuO-1,"[[1.3748765997024033, 0.0, 0.0], [0.0, 1.5539315484563267, 0.0], [0.0, 0.0, -0.05551732784983137]]"
2BrFMn-2,"[[0.10619089726341525, 0.0, 0.0], [0.0, 0.1894903136993675, 0.0], [0.0, 0.0, -0.5114492834995558]]"
2BrFPd-1,"[[0.2926990030439297, 0.0, 0.0], [0.0, 0.5213996281153757, 0.0], [0.0, 0.0, -0.6252516539898961]]"
2BrFSr-1,"[[0.09760432887441088, 0.0, 0.0], [0.0, 0.09760432887441088, 0.0], [0.0, 0.0, -0.36957212497497616]]"
2BrGaO-1,"[[0.22323627310299757, 0.0, 0.0], [0.0, 0.38524868240321997, 0.0], [0.0, 0.0, -0.30277065724028246]]"
2BrGaS-1,"[[0.3543005623453597, 0.0, 0.0], [0.0, 0.30297993674824913, 0.0], [0.0, 0.0, -0.3106911408763798]]"
2BrGaSe-1,"[[0.4382258076045294, 0.0, 0.0], [0.0, 0.38810120157051664, 0.0], [0.0, 0.0, -0.31605286924848786]]"
2BrGaSe-2,"[[0.36097188372593586, 0.0, 0.0], [0.0, 0.3600250891893975, 0.0], [0.0, 0.0, -0.4089353929735008]]"
2BrGaTe-1,"[[0.5481436374348455, 0.0, 0.0], [0.0, 0.47813342810051757, 0.0], [0.0, 0.0, -0.31785492362616824]]"
2BrGaY-1,"[[1.0756929182018036, 0.0, 0.0], [0.0, 1.0752914188833025, 0.0], [0.0, 0.0, -0.17717835469689538]]"
2BrHSc-1,"[[1.229041573173397, 0.0, 0.0], [0.0, 1.229041573173397, 0.0], [0.0, 0.0, -0.2549252084179425]]"
2BrHSr-1,"[[0.18695633546541224, 0.0, 0.0], [0.0, 0.18695633546541224, 0.0], [0.0, 0.0, -0.3391345219961308]]"
2BrHfI-1,"[[0.6961815871685237, 0.0, 0.0], [0.0, 0.8851915406068479, 0.0], [0.0, 0.0, -0.3655227298392684]]"
2BrHfN-1,"[[0.4388586594205619, 0.0, 0.0], [0.0, 0.5092025223311029, 0.0], [0.0, 0.0, -0.30803489723263966]]"
2BrHfN-2,"[[0.5456781497920256, 0.0, 0.0], [0.0, 0.5456781497920256, 0.0], [0.0, 0.0, -0.24260397120697583]]"
2BrHfS-1,"[[0.38560627359831223, 0.0, 0.0], [0.0, 0.6826864782497681, 0.0], [0.0, 0.0, -0.324221658325915]]"
2BrHfSe-1,"[[0.7522789854601186, 0.0, 0.0], [0.0, 1.8998751960210107, 0.0], [0.0, 0.0, -0.3187587626244128]]"
2BrHfTe-1,"[[1.0262062970831183, 0.0, 0.0], [0.0, 1.4966252586695068, 0.0], [0.0, 0.0, -0.294992040666664]]"
2BrHgI-1,"[[0.3209766773428235, 0.0, 0.0], [0.0, 0.2727695865517595, 0.0], [0.0, 0.0, -0.3645162531850879]]"
2BrHgI-2,"[[0.19451434188246727, 0.0, 0.0], [0.0, 0.27943878828702046, 0.0], [0.0, 0.0, -0.42596873227228116]]"
2BrIMg-1,"[[-0.04479346245805826, 0.0, 0.0], [0.0, -0.012780770091995148, 0.0], [0.0, 0.0, -0.48945498979338786]]"
2BrIMg-2,"[[0.059563417901267686, 0.0, 0.0], [0.0, 0.037426497940623665, 0.0], [0.0, 0.0, -0.41680122603137726]]"
2BrIPb-1,"[[0.36040405472993886, 0.0, 0.0], [0.0, 0.3569814009931312, 0.0], [0.0, 0.0, -0.4089353929735008]]"
2BrIPd-1,"[[0.4189638307036227, 0.0, 0.0], [0.0, 0.6822353569025642, 0.0], [0.0, 0.0, -0.46470587995722945]]"
2BrISn-1,"[[0.2739267801005256, 0.0, 0.0], [0.0, 0.4055171069763763, 0.0], [0.0, 0.0, -0.42021640338318983]]"
2BrIZr-1,"[[0.7476448193282482, 0.0, 0.0], [0.0, 0.9740509027928773, 0.0], [0.0, 0.0, -0.3655227298392684]]"
2BrInO-1,"[[0.2410481506716444, 0.0, 0.0], [0.0, 0.37143731740410085, 0.0], [0.0, 0.0, -0.28819277095880896]]"
2BrInS-1,"[[0.498861688992884, 0.0, 0.0], [0.0, 0.4690852991231204, 0.0], [0.0, 0.0, -0.2958494831602009]]"
2BrInS-2,"[[0.36567514045591776, 0.0, 0.0], [0.0, 0.3155505344219049, 0.0], [0.0, 0.0, -0.2984320149440726]]"
2BrInSe-1,"[[0.44560420327359757, 0.0, 0.0], [0.0, 0.4044916177586859, 0.0], [0.0, 0.0, -0.3098039199714863]]"
2BrInSe-3,"[[0.6102341753343887, 0.0, 0.0], [0.0, 0.5525465479556604, 0.0], [0.0, 0.0, -0.2975694635544747]]"
2BrInTe-1,"[[0.545059584694003, 0.0, 0.0], [0.0, 0.4874212113594744, 0.0], [0.0, 0.0, -0.3124710387853657]]"
2BrIrS-1,"[[1.5588405184233394, 0.0, 0.0], [0.0, 0.7336786556770879, 0.0], [0.0, 0.0, -0.28819277095880896]]"
2BrIrS-2,"[[0.666798683666174, 0.0, 0.0], [0.0, 0.595606434865603, 0.0], [0.0, 0.0, -0.44611697335612566]]"
2BrIrSe-1,"[[1.8535582904559311, 0.0, 0.0], [0.0, 0.8102325179950841, 0.0], [0.0, 0.0, -0.28567024025476695]]"
2BrIrSe-2,"[[0.6592504687726608, 0.0, 0.0], [0.0, 0.6105537053170945, 0.0], [0.0, 0.0, -0.43651891460558934]]"
2BrIrTe-1,"[[2.3896585962818873, 0.0, 0.0], [0.0, 0.8328281295393535, 0.0], [0.0, 0.0, 0.016615547557177382]]"
2BrIrTe-2,"[[0.6694098672877827, 0.0, 0.0], [0.0, 0.6369891018122291, 0.0], [0.0, 0.0, -0.41341269532824504]]"
2BrMnS-1,"[[1.7232339528579652, 0.0, 0.0], [0.0, 1.2030056747284832, 0.0], [0.0, 0.0, -0.057991946977686754]]"
2BrMnS-2,"[[1.1454139651678834, 0.0, 0.0], [0.0, 0.49665293925091786, 0.0], [0.0, 0.0, -0.4621809049267259]]"
2BrMnSe-1,"[[1.7057525597093661, 0.0, 0.0], [0.0, 1.155305666159626, 0.0], [0.0, 0.0, -0.16941133131485567]]"
2BrMnTe-1,"[[1.6642187553031398, 0.0, 0.0], [0.0, 1.4026567973656634, 0.0], [0.0, 0.0, -0.23433144524098595]]"
2BrNTi-1,"[[0.7150836706949273, 0.0, 0.0], [0.0, 0.814180981040187, 0.0], [0.0, 0.0, -0.29929628285498067]]"
2BrNZr-1,"[[0.6092741724045876, 0.0, 0.0], [0.0, 0.6092741724045876, 0.0], [0.0, 0.0, -0.22914798835785583]]"
2BrNZr-2,"[[0.5043349118024641, 0.0, 0.0], [0.0, 0.5713593927538396, 0.0], [0.0, 0.0, -0.29157909986528724]]"
2BrNZr-3,"[[0.44700289846616237, 0.0, 0.0], [0.0, 0.4471580313422192, 0.0], [0.0, 0.0, -0.266000713461613]]"
2BrNiO-1,"[[1.3019843940704392, 0.0, 0.0], [0.0, 1.4019516759848276, 0.0], [0.0, 0.0, -0.13430394008392949]]"
2BrNiS-1,"[[1.4913336739315626, 0.0, 0.0], [0.0, 1.1402880118118668, 0.0], [0.0, 0.0, 0.5909532351879857]]"
2BrNiSe-1,"[[1.618163195658712, 0.0, 0.0], [0.0, 1.0190331639309986, 0.0], [0.0, 0.0, 0.12872228433842678]]"
2BrNiSe-2,"[[0.9733587998863976, 0.0, 0.0], [0.0, 0.9796394122229073, 0.0], [0.0, 0.0, -0.2620126736665692]]"
2BrNiTe-1,"[[1.6630881474875039, 0.0, 0.0], [0.0, 1.0418662027212926, 0.0], [0.0, 0.0, -0.09097914578884395]]"
2BrOSc-1,"[[0.20978301484851494, 0.0, 0.0], [0.0, 0.3565994357249708, 0.0], [0.0, 0.0, -0.31515463835558755]]"
2BrOTl-1,"[[0.47041049097593074, 0.0, 0.0], [0.0, 0.5518158223510156, 0.0], [0.0, 0.0, -0.2549252084179425]]"
2BrOV-1,"[[1.3834383352566555, 0.0, 0.0], [0.0, 1.3519122063280107, 0.0], [0.0, 0.0, -0.24565166428898116]]"
2BrOY-1,"[[0.339650157613684, 0.0, 0.0], [0.0, 0.339650157613684, 0.0], [0.0, 0.0, -0.2580609222708011]]"
2BrPdS-1,"[[0.88320703335239, 0.0, 0.0], [0.0, 0.8815558297933116, 0.0], [0.0, 0.0, -0.15739076038943792]]"
2BrPdSe-1,"[[1.249931756634195, 0.0, 0.0], [0.0, 0.9096629851540181, 0.0], [0.0, 0.0, -0.19928292171761497]]"
