uid,total
2AsScS3-1,"[[6.234712422536189, 0.0037838395741068, -0.00087367], [0.0037838395741068, 6.215194461095849, -8.91e-05], [-0.00087367, -8.91e-05, 0.0334798639153237]]"
2AsScTe3-2,"[[5.564947113014761, -2.07e-05, -0.000572015], [-2.07e-05, 5.524860516319418, -0.000183056], [-0.000572015, -0.000183056, 0.0109033902245236]]"
2AsSiS3-1,"[[0.8893759583944736, -0.140438661, -0.042892272], [-0.140438661, 1.192151215584241, 0.0261471636131147], [-0.042892272, 0.0261471636131147, 0.0240417108613623]]"
2AsSiSe3-1,"[[0.8278292642838716, -0.066106586, -0.033457327], [-0.066106586, 1.1389033391317147, 0.0113891697017315], [-0.033457327, 0.0113891697017315, 0.015347010177049]]"
2AsSnTe3-1,"[[25.15252076494917, 0.217044266545507, 0.0032174464553158], [0.217044266545507, 26.38889005944582, -0.005156395], [0.0032174464553158, -0.005156395, 0.0109626260669522]]"
2AsTe-1,"[[6.551027739745058, 0.0313225910992741, 0.4192576726456776], [0.0313225910992741, 0.0884518988210816, 0.001997157259638], [0.4192576726456776, 0.001997157259638, 0.0278518411457731]]"
2AsTlO3-1,"[[7.132437353376527, 0.034950330707501, 0.0015225612236315], [0.034950330707501, 7.102684578092704, 0.000955145233995], [0.0015225612236315, 0.000955145233995, 0.1349076988225886]]"
2AuBr-1,"[[0.4635288208643577, 0.1883693874972105, 0.0003589140980139], [0.1883693874972105, 0.4652658655361344, 0.0001478492197815], [0.0003589140980139, 0.0001478492197815, 0.0091106129356175]]"
2AuBr3-1,"[[6.41281190690521, 0.0649233998091821, -0.007854638], [0.0649233998091821, 3.949832207733999, -0.460112991], [-0.007854638, -0.460112991, 0.0652426151595018]]"
2AuBrS2-1,"[[2.40800046788014, 0.0136769175023121, 0.2066193602280083], [0.0136769175023121, 2.536196453263914, 0.0037108902108765], [0.2066193602280083, 0.0037108902108765, 0.0527715732062992]]"
2AuBrS2-2,"[[2.0448594055309584, 0.0008568936795366, -0.001502278], [0.0008568936795366, 0.7049756781021458, -0.000489404], [-0.001502278, -0.000489404, 0.0307222106999828]]"
2AuBrTe2-1,"[[4.082225834257286, -0.005013126, 0.1453687842878584], [-0.005013126, 2.6771504831133828, 0.0024132467918372], [0.1453687842878584, 0.0024132467918372, 0.0566897697658494]]"
2AuCdI3-1,"[[3.7438445414012937, 0.0095292101538218, 0.0005386308794697], [0.0095292101538218, 3.74105111054456, -0.00024399], [0.0005386308794697, -0.00024399, 0.0441164427753223]]"
2AuCdITe-1,"[[3.9182180827033375, -0.012659989, -0.001856509], [-0.012659989, 4.081984035475538, -0.000448451], [-0.001856509, -0.000448451, 0.0269912780940203]]"
2AuCl-1,"[[0.3225559112478036, 0.1361794911505916, 5.770139236692636e-05], [0.1361794911505916, 0.3225266922482608, 7.364415342685162e-05], [5.770139236692636e-05, 7.364415342685162e-05, 0.0082087179402056]]"
2AuCl-2,"[[2.12098086471351, 3.1401143371109663, 0.0218360581603139], [3.1401143371109663, 5.7514966598019335, -0.01337226], [0.0218360581603139, -0.01337226, 0.028712571829188]]"
2AuClS2-1,"[[2.1925225342412427, -0.004814828, 0.2289585313339373], [-0.004814828, 1.6412033546984757, -0.007505218], [0.2289585313339373, -0.007505218, 0.065076922119882]]"
2AuClSe2-1,"[[2.83179368750941, 0.0193719970772556, 0.2882472590333934], [0.0193719970772556, 1.5120978306112127, 0.0008790434005908], [0.2882472590333934, 0.0008790434005908, 0.0804272369778878]]"
2AuClSe2-2,"[[1.571125528898106, -0.004997051, 0.0633119108929001], [-0.004997051, 0.6344967238649263, -0.000819014], [0.0633119108929001, -0.000819014, 0.0403787390073074]]"
2AuClTe2-1,"[[4.143502126175205, -0.014087845, 0.1815280870971516], [-0.014087845, 1.9038857965333569, 0.0010767600558149], [0.1815280870971516, 0.0010767600558149, 0.0757526372891307]]"
2AuF3-1,"[[0.8882302060831924, 0.0009182885176805, 0.0002638975605309], [0.0009182885176805, 0.892898645335265, 9.80384359118011e-05], [0.0002638975605309, 9.80384359118011e-05, 0.0295992486564604]]"
2AuHgBr3-1,"[[4.631230556140035, 0.0050882083999502, -0.000436572], [0.0050882083999502, 4.617170741884368, 0.0018308369461805], [-0.000436572, 0.0018308369461805, 0.0432660397115491]]"
2AuHgITe-1,"[[10.070679335044227, -0.114437323, -0.023389558], [-0.114437323, 8.410832959179846, -0.000172909], [-0.023389558, -0.000172909, 0.0304680654600065]]"
2AuI-1,"[[1.2560067116169296, 1.0236928156398553, 9.11077429463987e-05], [1.0236928156398553, 1.251286985894578, 7.255361795335549e-05], [9.11077429463987e-05, 7.255361795335549e-05, 0.0052565190710043]]"
2AuIS2-1,"[[1.4479998686718265, -0.049052347, -0.000740857], [-0.049052347, 2.335094120478284, -0.013357795], [-0.000740857, -0.013357795, 0.0338814542407741]]"
2AuITe2-1,"[[3.877530961031107, -0.091063873, 0.1155746472663348], [-0.091063873, 5.972685598319891, -0.00208961], [0.1155746472663348, -0.00208961, 0.0327323618334006]]"
2AuKSe-1,"[[1.1595237417919264, 0.5322086972003598, 0.0025105673858436], [0.5322086972003598, 2.284741555950159, -0.00586229], [0.0025105673858436, -0.00586229, 0.3979852424829805]]"
2AuLiSe-1,"[[2.2873235062190056, -0.474362787, -0.012296908], [-0.474362787, 3.2319475967324816, 0.039805348218746], [-0.012296908, 0.039805348218746, 0.0886471873755968]]"
2AuO-1,"[[0.1076628756252017, 2.779484134715468e-06, -0.007456918], [2.779484134715468e-06, 1.0352075904395277, -2.1e-07], [-0.007456918, -2.1e-07, 0.0039248846814307]]"
2AuRbS-1,"[[18.1495211195204, -0.012280111, 0.0656740470556936], [-0.012280111, 1.9502863950326408, 0.0039653109391562], [0.0656740470556936, 0.0039653109391562, 0.2165560100397753]]"
2AuS-1,"[[0.0349337214859619, 1.0134942185799052e-05, -0.002740171], [1.0134942185799052e-05, 0.4959242375546973, -8.54e-07], [-0.002740171, -8.54e-07, 0.0022164376193362]]"
2AuSbS3-1,"[[3.7447496720501934, 2.798746538204127, 0.1047832682155956], [2.798746538204127, 3.45205875438889, 0.1003808852463426], [0.1047832682155956, 0.1003808852463426, 0.0165310932427006]]"
2AuSe-1,"[[0.0463697186971436, 2.9691095659348376e-06, -0.000656808], [2.9691095659348376e-06, 0.4306249923114609, 5.535033208207314e-07], [-0.000656808, 5.535033208207314e-07, 0.0032715156351866]]"
2AuTe-1,"[[0.0408296905187916, 4.328489234614924e-06, 0.0019757408183295], [4.328489234614924e-06, 0.2920426002273011, -1.79e-08], [0.0019757408183295, -1.79e-08, 0.0051765471734194]]"
2AuTe-3,"[[948.0297347309962, -363.6508156, -0.013056802], [-363.6508156, 295.6190137816548, 0.0225207391266994], [-0.013056802, 0.0225207391266994, 0.0041590456948532]]"
2B2O3-1,"[[0.4727719078183844, -0.000404015, -6.55e-05], [-0.000404015, 0.5452086109775354, 5.9913462473261686e-05], [-6.55e-05, 5.9913462473261686e-05, 0.0449376620906329]]"
2BNaH4O4-1,"[[1.7055657268883375, 0.0277911128581637, 0.0605954264121285], [0.0277911128581637, 0.9217831137399058, 0.008596120663979], [0.0605954264121285, 0.008596120663979, 0.1063072780765892]]"
2BaBr2-1,"[[1.807869384085797, 0.0034142867399788, 0.000433899930851], [0.0034142867399788, 1.6015899074066549, -9.83e-05], [0.000433899930851, -9.83e-05, 0.1199382822146719]]"
2BaBrF-1,"[[3.875555442076789, 0.0044257097248417, 0.000713818738834], [0.0044257097248417, 3.878839789188413, -0.000294003], [0.000713818738834, -0.000294003, 0.2029789141767073]]"
2BaBrH-1,"[[3.425336399118683, -0.002517011, 0.000287895643485], [-0.002517011, 3.428035339553556, -0.000456209], [0.000287895643485, -0.000456209, 0.167701958783325]]"
2BaClF-1,"[[4.036030811157222, -0.002264251, 0.0020945594173921], [-0.002264251, 4.015621164423732, 0.0016053305061961], [0.0020945594173921, 0.0016053305061961, 0.2272166379982804]]"
2BaClH-1,"[[3.448955214311649, -0.008286101, -0.000755457], [-0.008286101, 3.4384622915228333, 0.0007645932933851], [-0.000755457, 0.0007645932933851, 0.1900051225582941]]"
2BaClI-1,"[[5.945979523769248, 0.079923229337795, -0.002420747], [0.079923229337795, 6.036345481663275, -0.001365726], [-0.002420747, -0.001365726, 0.1743447517508541]]"
2BaClI-2,"[[1.8231141969954765, 0.0002832222455597, -0.0019413], [0.0002832222455597, 1.615915290914409, -4.52e-05], [-0.0019413, -4.52e-05, 0.1243673527547724]]"
2BaFI-1,"[[3.790918103323396, -0.002345201, 0.0005398046206333], [-0.002345201, 3.7698160225499904, -0.00111304], [0.0005398046206333, -0.00111304, 0.1760549680063373]]"
2BaHI-1,"[[3.253433037478574, -0.002342335, -0.000180598], [-0.002342335, 3.269370838124573, -0.001456336], [-0.000180598, -0.001456336, 0.1336438823228659]]"
2BaI2-1,"[[1.932726423611836, -0.005618477, -0.004274193], [-0.005618477, 1.580286443806681, -0.000165966], [-0.004274193, -0.000165966, 0.0952496981676506]]"
2BeBr2-1,"[[1.1426596812244874, 0.0005106794701556, 0.0001647908428674], [0.0005106794701556, 1.1418665924516798, -0.000397732], [0.0001647908428674, -0.000397732, 0.0244677724263403]]"
2BeBrCl-1,"[[1.2346363216460725, 0.2488456866770816, 0.0001072611614705], [0.2488456866770816, 1.0011590165978277, -6.37e-05], [0.0001072611614705, -6.37e-05, 0.0601081209404424]]"
2BeCl2-1,"[[1.0894485791026909, 0.0004056853310392, 1.2093851499327077e-05], [0.0004056853310392, 1.0928570767107062, -0.000706846], [1.2093851499327077e-05, -0.000706846, 0.0304494238472395]]"
2BeFI-1,"[[1.7075300258594943, -0.839321077, 0.0009287399457508], [-0.839321077, 0.9402339571468776, -0.00034931], [0.0009287399457508, -0.00034931, 0.0937885508870868]]"
2Bi2O3-1,"[[15.263303086256691, -0.001889329, -0.023303044], [-0.001889329, 15.128251195395304, -0.00020888], [-0.023303044, -0.00020888, 0.0393384904246433]]"
2Bi2S3-1,"[[32.328992290188985, 0.0239334506956436, -0.000851231], [0.0239334506956436, 32.15152549668455, -0.000552339], [-0.000851231, -0.000552339, 0.0657055034697602]]"
2Bi2S3-2,"[[18.69586434714566, -0.003356232, 0.0001968954657938], [-0.003356232, 18.38747752733656, 0.000198798582507], [0.0001968954657938, 0.000198798582507, 0.0404611473815848]]"
2BiBr3-1,"[[5.619634051924941, -0.000590492, -7.82e-05], [-0.000590492, 5.618322434028666, 3.11481578353398e-05], [-7.82e-05, 3.11481578353398e-05, 0.0476107212884037]]"
2BiBr3-2,"[[199.5240904673624, -6.90997396, 0.0004976776367081], [-6.90997396, 28.27964721693928, -0.002254828], [0.0004976776367081, -0.002254828, 0.043679305579962]]"
2BiBrCdO2-1,"[[4.547139204019073, 0.0180489388167596, -0.365188063], [0.0180489388167596, 9.01388756429122, -0.005275682], [-0.365188063, -0.005275682, 0.1097676200246641]]"
2BiBrHgO2-1,"[[4.039008248815954, 0.0027891204474614, -0.322008795], [0.0027891204474614, 8.56106516138205, -0.000353804], [-0.322008795, -0.000353804, 0.0793413504747528]]"
2BiBrSe-2,"[[22.662787332187587, 0.0597347748216949, -0.001025722], [0.0597347748216949, 12.90304421690354, -0.001063981], [-0.001025722, -0.001063981, 0.0405553712938642]]"
2BiCdClO2-1,"[[4.320374278990811, 0.0037562322265535, -0.375043469], [0.0037562322265535, 9.006859888612109, -0.004091905], [-0.375043469, -0.004091905, 0.1176636199575313]]"
2BiCdFO2-1,"[[3.471949065455417, -0.004442607, -0.241611084], [-0.004442607, 6.105865726265361, 3.248020474790733e-05], [-0.241611084, 3.248020474790733e-05, 0.1006961710743652]]"
2BiCdIO2-1,"[[5.065229824052314, 0.0366381988341905, -0.358515711], [0.0366381988341905, 10.791816676212466, -0.002870546], [-0.358515711, -0.002870546, 0.1003021751593635]]"
2BiCl3-1,"[[5.951669261459415, 0.0015913943895716, 6.665706292030365e-05], [0.0015913943895716, 5.949590503042726, -5.64e-05], [6.665706292030365e-05, -5.64e-05, 0.0592541964066672]]"
2BiCl3-4,"[[35.12250231423151, -0.189678572, -0.000956237], [-0.189678572, 36.52432209341417, 0.0005866969802155], [-0.000956237, 0.0005866969802155, 0.051310126433539]]"
2BiCuS2-1,"[[1.1204267719888077, 0.0003705647474293, -9.94e-05], [0.0003705647474293, 1.5599360802925613, -8.84e-05], [-9.94e-05, -8.84e-05, 0.0161244556058304]]"
2BiF3-1,"[[3.791506277909455, 0.026504517043011, -0.002039053], [0.026504517043011, 3.800062699558693, -0.001631199], [-0.002039053, -0.001631199, 0.1224203990196958]]"
2BiFHgO2-1,"[[3.2074058259144795, -0.002105761, -0.248679912], [-0.002105761, 9.073822615892515, -0.000498892], [-0.248679912, -0.000498892, 0.0835136686109751]]"
2BiHS2-1,"[[6.254231646386946, -0.002812263, -0.015107604], [-0.002812263, 42.74301409115324, -0.003543506], [-0.015107604, -0.003543506, 0.1452178383883117]]"
2BiHgIO2-1,"[[4.774737688565691, 0.0088361397502912, -0.347571166], [0.0088361397502912, 9.749734360879431, -0.002153569], [-0.347571166, -0.002153569, 0.076707194672034]]"
2BiI3-1,"[[5.16246045367438, 0.0015286383424562, 2.54743310421959e-05], [0.0015286383424562, 5.161912633929556, -5.73e-06], [2.54743310421959e-05, -5.73e-06, 0.0417111568109807]]"
2BiIO-1,"[[68.27425406258341, 1.0530729239333303, 0.0046239935890185], [1.0530729239333303, 69.04171375591636, 0.0016235895759198], [0.0046239935890185, 0.0016235895759198, 0.1080621130200911]]"
2BiO-1,"[[2.875134286096144, -0.000164946, 1.7234063367334717e-06], [-0.000164946, 2.8740081626113203, -5.45e-05], [1.7234063367334717e-06, -5.45e-05, 0.0423951337668851]]"
2BiPO4-1,"[[4.836935983680759, 0.0018209365788909, 0.0002150519672679], [0.0018209365788909, 2.0155294658531004, -0.003918362], [0.0002150519672679, -0.003918362, 0.0781981809170523]]"
2BiPS3-1,"[[14.186893124792618, 4.985546790791312, 0.0490389411713496], [4.985546790791312, 13.5848855824592, 0.0242413807920522], [0.0490389411713496, 0.0242413807920522, 0.0201030687756707]]"
2BiS-3,"[[34.6374881986723, -0.008210874, -0.000103281], [-0.008210874, 34.6302749010733, -9.94e-05], [-0.000103281, -9.94e-05, 0.019507154722022]]"
2BiSbO3-1,"[[2.631485504602018, -2.885433047, 0.0041692279221458], [-2.885433047, 41.62618560896557, -0.001150948], [0.0041692279221458, -0.001150948, 0.0806845699227533]]"
2BrCaCl-1,"[[1.6911299218677598, -0.00109429, -0.00060739], [-0.00109429, 1.696800878809754, 0.0003833956713291], [-0.00060739, 0.0003833956713291, 0.0779439694011887]]"
2BrCaCl-2,"[[1.855306093306735, -0.005212496, 0.0057178364370526], [-0.005212496, 1.6073588875681506, 0.0009335209776823], [0.0057178364370526, 0.0009335209776823, 0.0935758915466969]]"
2BrCaF-1,"[[4.71293708717822, 0.0073068698820362, 0.0001313231896165], [0.0073068698820362, 4.750386899104756, -0.000509637], [0.0001313231896165, -0.000509637, 0.1579078327678257]]"
2BrCaH-1,"[[3.538535891185218, 0.00097297671749, 0.0008974655185291], [0.00097297671749, 3.5364874167049054, 0.0001320013564543], [0.0008974655185291, 0.0001320013564543, 0.1052602163646662]]"
2BrCaI-1,"[[1.803163173879434, 0.0020230384894309, 0.0004604619586871], [0.0020230384894309, 1.8124862557974573, -0.000526955], [0.0004604619586871, -0.000526955, 0.0639795655414404]]"
2BrCd-1,"[[3.946722059606125, 0.0134593612027618, -0.001597773], [0.0134593612027618, 3.949857702864216, 0.0026461342272388], [-0.001597773, 0.0026461342272388, 0.0820655105911286]]"
2BrCdCl-1,"[[2.188477271402525, 0.4043566610325097, -0.004934945], [0.4043566610325097, 3.7098928219333778, 0.0001326243347823], [-0.004934945, 0.0001326243347823, 0.0966727469094685]]"
2BrCdCl-2,"[[2.4659134027640137, -0.124428379, -0.000167951], [-0.124428379, 2.854817992336503, 0.0002180372220577], [-0.000167951, 0.0002180372220577, 0.0449888511145227]]"
2BrCdCuS-1,"[[2.809138663927597, 0.0005550860432637, -0.000285074], [0.0005550860432637, 2.217103422323086, -0.000369487], [-0.000285074, -0.000369487, 0.0384923734272538]]"
2BrCdCuSe-1,"[[2.575439759196383, -0.01106994, -0.000726888], [-0.01106994, 2.413054628804403, -7.94e-05], [-0.000726888, -7.94e-05, 0.0304007901961374]]"
2BrCdCuTe-1,"[[2.39257292851234, 0.0193748778693403, 0.0005800254732498], [0.0193748778693403, 2.833693986896566, 0.0001912013016788], [0.0005800254732498, 0.0001912013016788, 0.0263494639305717]]"
2BrCdS-1,"[[14.252882603111509, -3.849390157, -0.539028411], [-3.849390157, 5.562332473144646, 0.3608373454423554], [-0.539028411, 0.3608373454423554, 0.1155745653157587]]"
2BrCdSbO2-1,"[[5.620409770172648, -0.006505359, -0.533209751], [-0.006505359, 11.1714901641134, 0.0006047587266797], [-0.533209751, 0.0006047587266797, 0.1264392016003377]]"
2BrClCr-1,"[[1.242806156573392, -0.430723104, -0.050150218], [-0.430723104, 1.7181277078645063, -0.027803854], [-0.050150218, -0.027803854, 0.02542496839413]]"
2BrClCr-2,"[[0.8309651797600212, -0.005991394, -0.011614836], [-0.005991394, 1.1573988056750173, 0.0001584422106021], [-0.011614836, 0.0001584422106021, 0.0675532007899037]]"
2BrClHf-1,"[[1.2209611542619958, 0.0264105830261695, -0.010416929], [0.0264105830261695, 1.1829560346967398, -0.005790688], [-0.010416929, -0.005790688, 0.0142717513163867]]"
2BrClHg-1,"[[1.44575026744458, -0.005580422, -0.179868139], [-0.005580422, 5.142942852613298, 0.0014409076742918], [-0.179868139, 0.0014409076742918, 0.0478499372382936]]"
2BrClPb-1,"[[14.989063386135827, -0.033850196, 0.0006515579585983], [-0.033850196, 5.8702527357136365, -0.00060189], [0.0006515579585983, -0.00060189, 0.070171209657813]]"
2BrClPt-1,"[[0.1065365188084829, -3.18e-05, 0.0078555067878416], [-3.18e-05, 0.0739645197944516, -2.07e-05], [0.0078555067878416, -2.07e-05, 0.0057931036174108]]"
2BrClTi-1,"[[1.0485318694938963, -0.130168303, -0.001056994], [-0.130168303, 1.198700468541193, -0.000197963], [-0.001056994, -0.000197963, 0.0123762228156393]]"
2BrClV-1,"[[0.7598704855034022, -0.001013579, 0.0002001535641491], [-0.001013579, 0.7643352409249082, -0.000132681], [0.0002001535641491, -0.000132681, 0.0232460226577845]]"
2BrClZn-1,"[[2.439191556088777, 0.1171056209014512, 0.0003631472147809], [0.1171056209014512, 1.328010630287392, -0.000673012], [0.0003631472147809, -0.000673012, 0.0748564302687416]]"
2BrClZn-2,"[[1.8728081164878927, -0.003048054, -0.001248808], [-0.003048054, 1.5189559432570887, -0.000116019], [-0.001248808, -0.000116019, 0.0363035947490211]]"
2BrClZr-1,"[[1.0188728800963285, 0.0152495481567482, -0.009611945], [0.0152495481567482, 1.0044817805215656, -0.005129685], [-0.009611945, -0.005129685, 0.013411352828908]]"
2BrCrI-1,"[[1.0562838861798558, 0.0001952874446334, 0.0524332001859346], [0.0001952874446334, 1.9107524719799944, 0.0004706731117734], [0.0524332001859346, 0.0004706731117734, 0.0192049463863276]]"
2BrCrO-1,"[[2.423884918393534, -0.000187104, 7.582953396790901e-07], [-0.000187104, 2.7289235303979265, -3.8e-05], [7.582953396790901e-07, -3.8e-05, 0.0216682833628711]]"
2BrCrS-1,"[[3.732617890129828, -4.06e-05, -2.61e-05], [-4.06e-05, 2.146000775982593, 6.670868027133924e-06], [-2.61e-05, 6.670868027133924e-06, 0.025456211905951]]"
2BrCrSe-1,"[[8.074367495966536, -0.000161778, 0.0001041539276901], [-0.000161778, 2.1213370003492504, -7.76e-06], [0.0001041539276901, -7.76e-06, 0.0266342209847911]]"
2BrCs-1,"[[1.8852155657420764, -0.00540132, -0.000306852], [-0.00540132, 1.8792803406953185, 0.0013495145601537], [-0.000306852, 0.0013495145601537, 0.3250406505321644]]"
2BrCu-1,"[[5.254663069496395, -0.06450761, 0.0027188560453008], [-0.06450761, 5.19623164902087, -0.001277991], [0.0027188560453008, -0.001277991, 0.0427793825882233]]"
2BrCu-3,"[[7.012876141402453, -0.002975978, -0.000303473], [-0.002975978, 6.9840112695399394, -0.000146404], [-0.000303473, -0.000146404, 0.0344065531565979]]"
2BrCuHgS-1,"[[3.109693047210155, -0.011643817, -0.000321967], [-0.011643817, 3.270492612241972, -3.94e-05], [-0.000321967, -3.94e-05, 0.0437674150865052]]"
2BrCuHgSe-1,"[[2.916143649944252, -0.012828892, -0.000322791], [-0.012828892, 3.554528496334069, 0.0001161350207371], [-0.000322791, 0.0001161350207371, 0.0343975096028871]]"
2BrCuNC2H2-1,"[[0.2510287858341206, -0.085893738, -0.018663557], [-0.085893738, 1.2517340361996312, -0.00943096], [-0.018663557, -0.00943096, 0.0381723678641165]]"
2BrCuO2-1,"[[0.7909425547803944, 0.0012768612613318, -0.000319867], [0.0012768612613318, 0.9732437482670132, 0.0001063218264913], [-0.000319867, 0.0001063218264913, 0.0429402778937737]]"
2BrCuS2-1,"[[1.0252728409724237, -0.000930603, 0.000968348543854], [-0.000930603, 0.7906930301985277, 4.0355202672191606e-05], [0.000968348543854, 4.0355202672191606e-05, 0.0195022185183118]]"
2BrCuTe2-1,"[[2.929492487979752, 0.01720168826894, 0.0041377804577521], [0.01720168826894, 3.754451126918843, 0.0006378572209034], [0.0041377804577521, 0.0006378572209034, 0.0184740676835042]]"
2BrFMn-2,"[[11.56192949000257, -0.02693826, 0.0017931379481787], [-0.02693826, 4.771008445631598, 0.0001071632342102], [0.0017931379481787, 0.0001071632342102, 0.1137335386841092]]"
2BrFMn-3,"[[4.234075610274797, 0.0011280118381649, -0.000536452], [0.0011280118381649, 4.223303254631041, -0.001771158], [-0.000536452, -0.001771158, 0.0767061248577231]]"
2BrFPd-1,"[[0.7072015068984657, -6.3e-05, 0.0095092566337735], [-6.3e-05, 0.4575979593454026, 5.9056410801936886e-05], [0.0095092566337735, 5.9056410801936886e-05, 0.0162526476007906]]"
2BrFSr-1,"[[3.740170724475199, 0.0081533772305249, -6.01e-05], [0.0081533772305249, 3.739082248889192, -0.000109588], [-6.01e-05, -0.000109588, 0.1782213802867346]]"
2BrGa-1,"[[23.736655030482936, 0.1611890577224325, 0.0092076842881004], [0.1611890577224325, 24.87772504994892, -0.001189825], [0.0092076842881004, -0.001189825, 0.0923425098099491]]"
2BrGaO-1,"[[2.1110802509825706, 0.0002548908274605, 5.404087608291794e-07], [0.0002548908274605, 7.260943892331461, 6.075185872019897e-06], [5.404087608291794e-07, 6.075185872019897e-06, 0.1096080422462647]]"
2BrGaS-1,"[[1.98047152890284, -0.008784695, -0.000350374], [-0.008784695, 2.607992066480008, 0.0004352186673445], [-0.000350374, 0.0004352186673445, 0.0425209581582515]]"
2BrGaS-2,"[[252.92590206466056, -0.005088169, 0.0008534461095465], [-0.005088169, 6.274879046513028, -6.98e-05], [0.0008534461095465, -6.98e-05, 0.067386095743239]]"
2BrGaSe-1,"[[2.520052505819596, 0.032913402467863, 0.0001099103021162], [0.032913402467863, 2.9874119611460466, 0.0007431552925276], [0.0001099103021162, 0.0007431552925276, 0.0349135941735782]]"
2BrGaSe-2,"[[2.702182775906265, 0.0034337146690395, -7.73e-05], [0.0034337146690395, 2.7127176285340915, 0.0002285255977417], [-7.73e-05, 0.0002285255977417, 0.0187549460745762]]"
2BrGaTe-1,"[[3.303854533477611, 0.0692026874150847, 0.0024660133591267], [0.0692026874150847, 3.350712213101635, 0.0007983950134946], [0.0024660133591267, 0.0007983950134946, 0.0290604771214106]]"
2BrGeN-1,"[[2.9046653442710406, 0.001795614651503, 1.7098055829723963e-05], [0.001795614651503, 25.973227902547336, -0.000127558], [1.7098055829723963e-05, -0.000127558, 0.0762683501812078]]"
2BrHSr-1,"[[3.1671617565329737, 0.0018726198461783, 0.0007845755926025], [0.0018726198461783, 3.1833400299184413, 0.0002436542975968], [0.0007845755926025, 0.0002436542975968, 0.1333374785885299]]"
2BrHfI-1,"[[1.0938163688114555, 0.0204196550048611, -0.011392012], [0.0204196550048611, 1.079051195440054, -0.006503331], [-0.011392012, -0.006503331, 0.0098009703046476]]"
2BrHfN-1,"[[6.3181520778390725, -0.00013539, -6.63e-05], [-0.00013539, 12.84431513066328, -2.69e-05], [-6.63e-05, -2.69e-05, 0.0693301741342032]]"
2BrHfN-2,"[[5.53112910089046, 0.0021444154097056, 0.0001269828903109], [0.0021444154097056, 5.529770524684972, 0.0001007124352234], [0.0001269828903109, 0.0001007124352234, 0.062766651433069]]"
2BrHg-1,"[[7.889951723792219, 0.0261403262819531, -0.003505533], [0.0261403262819531, 7.897526635380447, 0.0060891130469235], [-0.003505533, 0.0060891130469235, 0.0710087685233978]]"
2BrHgI-1,"[[7.711711515747799, -0.349291624, 0.0022640797394304], [-0.349291624, 4.820650303846732, 0.0094210524308617], [0.0022640797394304, 0.0094210524308617, 0.0759841547386566]]"
2BrHgI-2,"[[7.328233393831821, -0.135292939, 0.001785499605931], [-0.135292939, 7.727484245800557, -0.00080667], [0.001785499605931, -0.00080667, 0.0396268318489855]]"
2BrIMg-1,"[[1.5445278430173233, -0.0016407, -0.000365931], [-0.0016407, 1.2680427706610902, -0.00067792], [-0.000365931, -0.00067792, 0.0422282720031501]]"
2BrIMg-2,"[[1.5611429525646665, 0.0068148009496048, 0.0001845018479294], [0.0068148009496048, 1.5330121735147628, 0.0005424520854096], [0.0001845018479294, 0.0005424520854096, 0.0807647863569658]]"
2BrIPb-1,"[[11.607535188924246, -0.060156366, 0.0019959930331956], [-0.060156366, 11.560143220369964, 0.0029344723620411], [0.0019959930331956, 0.0029344723620411, 0.0513598137281815]]"
2BrIPd-1,"[[0.2242014844583806, -3.38e-05, -0.014631842], [-3.38e-05, 0.1158094460511375, 3.7739851486693456e-05], [-0.014631842, 3.7739851486693456e-05, 0.0057959099722919]]"
2BrIS2Sc2-1,"[[6.766931312699495, 0.3771437668735267, 0.0001318000970689], [0.3771437668735267, 6.975293892989478, 0.0005458747263441], [0.0001318000970689, 0.0005458747263441, 0.0728980528241984]]"
2BrISn-1,"[[8.818604530287788, 0.0979171477397785, -0.114477252], [0.0979171477397785, 9.216885602110054, -0.001398582], [-0.114477252, -0.001398582, 0.0486963554199832]]"
2BrIZr-1,"[[0.8866046817347942, -0.022393144, -0.010691515], [-0.022393144, 0.9062158756943096, -0.005684133], [-0.010691515, -0.005684133, 0.0089316196651845]]"
2BrIn-1,"[[21.56445663852143, 0.7676583825277553, -0.00257155], [0.7676583825277553, 21.89628974704213, 0.0210373105702736], [-0.00257155, 0.0210373105702736, 0.1156734254418009]]"
2BrIn-2,"[[17.71013384301696, 0.005819037488464, -0.000932252], [0.005819037488464, 4.16770998893854, -0.002006815], [-0.000932252, -0.002006815, 0.0689622381271737]]"
2BrInO-1,"[[2.602568081502545, -2.96e-05, -0.000204065], [-2.96e-05, 5.283171019333752, 2.337515104632898e-05], [-0.000204065, 2.337515104632898e-05, 0.1133364092468024]]"
2BrInS-1,"[[15.941451511062892, 0.0004156153841706, -9.59e-05], [0.0004156153841706, 4.505931248398204, 2.8873378990080715e-05], [-9.59e-05, 2.8873378990080715e-05, 0.0770044497007295]]"
2BrInS-2,"[[2.907265525693925, -0.043106689, -0.000589895], [-0.043106689, 4.749760244197721, -0.000686767], [-0.000589895, -0.000686767, 0.0538715154407901]]"
2BrInSe-1,"[[3.653013007645914, -0.058529628, -0.002854317], [-0.058529628, 5.234329988313569, 0.0013690031124958], [-0.002854317, 0.0013690031124958, 0.0458284591537016]]"
2BrInSe-3,"[[49.31890490829101, 0.0003493579046867, 0.0001269365954558], [0.0003493579046867, 4.709512602146424, 6.578804072977615e-05], [0.0001269365954558, 6.578804072977615e-05, 0.0659103645150677]]"
